State,Region Type,Region,Time,Frequency,Country of Birth of Person,Sex,Value,Flags
"Australian Capital Territory","Statistical Area Level 2","Gungahlin - West","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hall","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Harrison","2011","Annual","Hong Kong (SAR of China)(b)","Persons",27,
"Australian Capital Territory","Statistical Area Level 2","Mitchell","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Ngunnawal","2011","Annual","Hong Kong (SAR of China)(b)","Persons",33,
"Australian Capital Territory","Statistical Area Level 2","Nicholls","2011","Annual","Hong Kong (SAR of China)(b)","Persons",54,
"Australian Capital Territory","Statistical Area Level 2","Palmerston","2011","Annual","Hong Kong (SAR of China)(b)","Persons",29,
"Australian Capital Territory","Statistical Area Level 3","North Canberra","2011","Annual","Hong Kong (SAR of China)(b)","Persons",284,
"Australian Capital Territory","Statistical Area Level 2","Acton","2011","Annual","Hong Kong (SAR of China)(b)","Persons",29,
"Australian Capital Territory","Statistical Area Level 2","Ainslie","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Braddon","2011","Annual","Hong Kong (SAR of China)(b)","Persons",38,
"Australian Capital Territory","Statistical Area Level 2","Campbell","2011","Annual","Hong Kong (SAR of China)(b)","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Civic","2011","Annual","Hong Kong (SAR of China)(b)","Persons",81,
"Australian Capital Territory","Statistical Area Level 2","Dickson","2011","Annual","Hong Kong (SAR of China)(b)","Persons",12,
"Australian Capital Territory","Statistical Area Level 2","Downer","2011","Annual","Hong Kong (SAR of China)(b)","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Hackett","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Lyneham","2011","Annual","Hong Kong (SAR of China)(b)","Persons",22,
"Australian Capital Territory","Statistical Area Level 2","O'Connor (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Reid","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Turner","2011","Annual","Hong Kong (SAR of China)(b)","Persons",34,
"Australian Capital Territory","Statistical Area Level 2","Watson","2011","Annual","Hong Kong (SAR of China)(b)","Persons",17,
"Australian Capital Territory","Statistical Area Level 3","South Canberra","2011","Annual","Hong Kong (SAR of China)(b)","Persons",91,
"Australian Capital Territory","Statistical Area Level 2","Deakin","2011","Annual","Hong Kong (SAR of China)(b)","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Forrest","2011","Annual","Hong Kong (SAR of China)(b)","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Griffith (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Kingston - Barton","2011","Annual","Hong Kong (SAR of China)(b)","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Lake Burley Griffin","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Narrabundah","2011","Annual","Hong Kong (SAR of China)(b)","Persons",16,
"Australian Capital Territory","Statistical Area Level 2","Parkes (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Red Hill (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",18,
"Australian Capital Territory","Statistical Area Level 2","Yarralumla","2011","Annual","Hong Kong (SAR of China)(b)","Persons",7,
"Australian Capital Territory","Statistical Area Level 3","Tuggeranong","2011","Annual","Hong Kong (SAR of China)(b)","Persons",187,
"Australian Capital Territory","Statistical Area Level 2","Banks","2011","Annual","Hong Kong (SAR of China)(b)","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Bonython","2011","Annual","Hong Kong (SAR of China)(b)","Persons",14,
"Australian Capital Territory","Statistical Area Level 2","Calwell","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Chisholm","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Conder","2011","Annual","Hong Kong (SAR of China)(b)","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Fadden","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Gilmore","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Gordon (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Gowrie (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Greenway","2011","Annual","Hong Kong (SAR of China)(b)","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Isabella Plains","2011","Annual","Hong Kong (SAR of China)(b)","Persons",18,
"Australian Capital Territory","Statistical Area Level 2","Kambah","2011","Annual","Hong Kong (SAR of China)(b)","Persons",28,
"Australian Capital Territory","Statistical Area Level 2","Macarthur","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Monash","2011","Annual","Hong Kong (SAR of China)(b)","Persons",11,
"Australian Capital Territory","Statistical Area Level 2","Mount Taylor","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Oxley (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Richardson","2011","Annual","Hong Kong (SAR of China)(b)","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Theodore","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Tuggeranong","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Wanniassa","2011","Annual","Hong Kong (SAR of China)(b)","Persons",15,
"Australian Capital Territory","Statistical Area Level 3","Weston Creek","2011","Annual","Hong Kong (SAR of China)(b)","Persons",49,
"Australian Capital Territory","Statistical Area Level 2","Chapman","2011","Annual","Hong Kong (SAR of China)(b)","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Duffy","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Fisher","2011","Annual","Hong Kong (SAR of China)(b)","Persons",4,
"Australian Capital Territory","Statistical Area Level 2","Holder","2011","Annual","Hong Kong (SAR of China)(b)","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Rivett","2011","Annual","Hong Kong (SAR of China)(b)","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Stirling","2011","Annual","Hong Kong (SAR of China)(b)","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Waramanga","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","Weston","2011","Annual","Hong Kong (SAR of China)(b)","Persons",9,
"Australian Capital Territory","Statistical Area Level 3","Woden","2011","Annual","Hong Kong (SAR of China)(b)","Persons",137,
"Australian Capital Territory","Statistical Area Level 2","Chifley","2011","Annual","Hong Kong (SAR of China)(b)","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Curtin","2011","Annual","Hong Kong (SAR of China)(b)","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Farrer","2011","Annual","Hong Kong (SAR of China)(b)","Persons",15,
"Australian Capital Territory","Statistical Area Level 2","Garran","2011","Annual","Hong Kong (SAR of China)(b)","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Hughes","2011","Annual","Hong Kong (SAR of China)(b)","Persons",21,
"Australian Capital Territory","Statistical Area Level 2","Isaacs","2011","Annual","Hong Kong (SAR of China)(b)","Persons",25,
"Australian Capital Territory","Statistical Area Level 2","Lyons (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",10,
"Australian Capital Territory","Statistical Area Level 2","Mawson","2011","Annual","Hong Kong (SAR of China)(b)","Persons",6,
"Australian Capital Territory","Statistical Area Level 2","O'Malley","2011","Annual","Hong Kong (SAR of China)(b)","Persons",15,
"Australian Capital Territory","Statistical Area Level 2","Pearce","2011","Annual","Hong Kong (SAR of China)(b)","Persons",8,
"Australian Capital Territory","Statistical Area Level 2","Phillip","2011","Annual","Hong Kong (SAR of China)(b)","Persons",13,
"Australian Capital Territory","Statistical Area Level 2","Torrens","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Migratory - Offshore - Shipping (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Migratory - Offshore - Shipping (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Migratory - Offshore - Shipping (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 4","Special Purpose Codes SA4 (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 3","Special Purpose Codes SA3 (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","No usual address (ACT)","2011","Annual","Hong Kong (SAR of China)(b)","Persons",0,
"Australian Capital Territory","States and Territories","Australian Capital Territory","2011","Annual","India","Persons",5885,
"Australian Capital Territory","Statistical Area Level 4","Australian Capital Territory","2011","Annual","India","Persons",5880,
"Australian Capital Territory","Statistical Area Level 3","Belconnen","2011","Annual","India","Persons",1286,
"Australian Capital Territory","Statistical Area Level 2","Aranda","2011","Annual","India","Persons",30,
"Australian Capital Territory","Statistical Area Level 2","Belconnen","2011","Annual","India","Persons",170,
"Australian Capital Territory","Statistical Area Level 2","Bruce","2011","Annual","India","Persons",172,
"Australian Capital Territory","Statistical Area Level 2","Charnwood","2011","Annual","India","Persons",17,
"Australian Capital Territory","Statistical Area Level 2","Cook","2011","Annual","India","Persons",30,
"Australian Capital Territory","Statistical Area Level 2","Dunlop","2011","Annual","India","Persons",82,
"Australian Capital Territory","Statistical Area Level 2","Evatt","2011","Annual","India","Persons",48,
"Australian Capital Territory","Statistical Area Level 2","Florey","2011","Annual","India","Persons",99,
"Australian Capital Territory","Statistical Area Level 2","Flynn (ACT)","2011","Annual","India","Persons",7,
"Australian Capital Territory","Statistical Area Level 2","Fraser","2011","Annual","India","Persons",5,
"Australian Capital Territory","Statistical Area Level 2","Giralang","2011","Annual","India","Persons",34,
"Australian Capital Territory","Statistical Area Level 2","Gooromon","2011","Annual","India","Persons",0,
"Australian Capital Territory","Statistical Area Level 2","Hawker","2011","Annual","India","Persons",58,
